id,page_views,downloads,columns,name,description,agency,rows,link,d,r,g,b
m59i-mqex,320,1800.0,58,DOF: Condominium Comparable Rental Income – Queens – FY 2008/2009,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",Department of Finance (DOF),251,https://data.cityofnewyork.us/d/m59i-mqex,396.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
iwqd-w8tu,320,156.0,0,Elementary School Zones (2017-2018),NYC DOE School Zones,Department of Education (DOE),0,https://data.cityofnewyork.us/d/iwqd-w8tu,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
mric-ye48,320,155.0,0,Annual Tax Effort in NYC since 1929,"Taxes are grouped into six major categories: property, general sales, personal income, business income, real estate-related, and other. We also separate non-exported and exported taxes, that is, taxes levied on New York City resident households and businesses and taxes levied on nonresidents. Taxes in the former category enter into the calculation of New York City tax effort. The latter category includes sales and other taxes on hotel occupancy, city income taxes paid by commuters into the city, and portions of state and MTA auto rental taxes remitted in the city. We could not, however, estimate and net out non-hotel sales and other taxes paid by visitors to the city. Nor could we account, as we did in our previous report, for any New York City tax imports, that is, taxes of other, non-overlapping jurisdictions paid by city residents.1 
For brief descriptions of the tables and figures along with methodological notes please see the Tax Effort Background and Methodology document.",NYC Independent Budget Office (IBO),0,https://data.cityofnewyork.us/d/mric-ye48,0.0,1.0,1.0,1.0
e25p-jzfy,319,587.0,29,Asset Management Parks System (AMPS) – Assets,"This table contains information about objects that work orders can be written to. Examples of objects types include pieces of equipment, buildings, parks, maintenance districts, and boroughs. Each record has specific information about that object. The primary key is OBJ_CODE. 

For the User Guide, please follow <a href=""https://docs.google.com/document/d/1UwyGGncb6oFMiOfgz73G-iM8Yea9ubz4931hPeBO9YQ/edit?usp=sharing"">this link</a>
For the Data Dictionary, please follow <a href=""https://docs.google.com/spreadsheets/d/1pDr-BUe4LS7DvATfbOnd8UrV6s77krJgzqdq_gVYWqc/edit?usp=sharing"">this link </a>",Department of Parks and Recreation (DPR),122263,https://data.cityofnewyork.us/d/e25p-jzfy,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
y3gq-zv28,319,1162.0,5,DOP Adult Case Count By Type,"The number of active adult probation supervision cases on the last day of the reporting period: Intensive Engagement, Client Development, Community Progression, Anyone Can Excel (ACE), Neighborhood Opportunity Network (NeON), Special Program, Central Interstate Unit (CIU), Other.",Department of Probation (DOP),273,https://data.cityofnewyork.us/d/y3gq-zv28,0.0,0.20125317221201128,0.6907920815379025,0.47966761189275336
ac4n-c5re,319,849.0,48,2013 - 2014 School Locations,School Location Information,Department of Education (DOE),1819,https://data.cityofnewyork.us/d/ac4n-c5re,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
idfb-y78n,318,1365.0,10,Recreational Boating Permits,,Department of Environmental Protection (DEP),23,https://data.cityofnewyork.us/d/idfb-y78n,0.0,0.23299120924703914,0.639586552066035,0.9260706093977744
j7wr-gf2w,317,1179.0,15,2006 - 2011 English Language Arts (ELA) Test Results by Grade- Citywide - by Gender,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",Department of Education (DOE),84,https://data.cityofnewyork.us/d/j7wr-gf2w,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
8ztn-rmii,317,497.0,0,2015-2016 School Zones,"2015-2016 School Zones. Files are in a GIS Shapefile format. They are broken down by elementary school zones (ES_Zones), middle school zones (MS_Zones) and high school zones (HS_Zones).",Department of Education (DOE),0,https://data.cityofnewyork.us/d/8ztn-rmii,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
ewg2-2vyd,317,597.0,32,2015 2016 Student Discipline Annual Report - RACE,Student Discipline Annual Report - RACE,Department of Education (DOE),1743,https://data.cityofnewyork.us/d/ewg2-2vyd,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
fx7a-24mf,317,0.0,0,Directory of Outdoor Swimming Pools,Outdoor pools in New York City Department of Parks & Recreation properties.,Department of Parks and Recreation (DPR),0,https://data.cityofnewyork.us/d/fx7a-24mf,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
3miu-myq2,317,1456.0,57,DOF: Cooperative Comparable Rental Income – Bronx – FY 2009/2010,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",Department of Finance (DOF),435,https://data.cityofnewyork.us/d/3miu-myq2,384.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
rhtj-vttz,317,1173.0,16,2006 - 2011 NYS Math Test Results By Grade - Boro - By Disability Status,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.",Department of Education (DOE),420,https://data.cityofnewyork.us/d/rhtj-vttz,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
5gxs-yzxw,316,1091.0,9,2010 - 2011 Graduation Outcomes - School Level - Classes - Regents-based Math/ELA APM - SWD,Latest available data and trends in NYSED's Regents-based Aspirational Performance Measure (APM) by school and disability status,Department of Education (DOE),1470,https://data.cityofnewyork.us/d/5gxs-yzxw,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
9ck8-hj3u,316,294.0,46,2018 - 2019 School Locations,2018 - 2019 School Locations,Department of Education (DOE),1941,https://data.cityofnewyork.us/d/9ck8-hj3u,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
asbw-cwm7,316,382.0,0,Model Aircraft Fields,Directory of Model Aircraft Fields,Department of Parks and Recreation (DPR),0,https://data.cityofnewyork.us/d/asbw-cwm7,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
vr2i-c3qq,315,1278.0,3,Citiwide Service Desk Statistics,NYC Service Desk Statistics,Department of Information Technology & Telecommunications (DoITT),6,https://data.cityofnewyork.us/d/vr2i-c3qq,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
gqk4-hny9,315,235.0,4,SNAP Center Wait Time,Aggregate monthly wait times for clients at SNAP Center services,Human Resources Administration (HRA),551,https://data.cityofnewyork.us/d/gqk4-hny9,0.0,0.20774052347943134,0.6813852191365138,0.6002900398972028
ddpx-u5dz,315,493.0,11,Appeals Closed In 2017,A list of all appeals closed by the Civil Service Commission in 2017. This list includes both Civil Service Law Section 50 Disqualification Appeals and Civil Service Law Section 76 Disciplinary Appeals.,Civil Service Commission,1342,https://data.cityofnewyork.us/d/ddpx-u5dz,0.0,1.0,1.0,1.0
43qn-d6r8,315,233.0,7,2017- 2018 Class Size Report City Middle School And High School Core Average Class Size,2017- 2018 Class Size Report City Middle School And High School Core Average Class Size,Department of Education (DOE),100,https://data.cityofnewyork.us/d/43qn-d6r8,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
sibt-hnvk,314,1144.0,16,2006 - 2011 NYS Math Test Results By Grade- School Level - By English Proficiency Status,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.

Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer. 
Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated.",Department of Education (DOE),54680,https://data.cityofnewyork.us/d/sibt-hnvk,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
vdbc-pyc9,312,2116.0,16,2006 - 2011 NYS Math Test Results By Grade - School Level - By Disability Status,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.

Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer. 
Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated.",Department of Education (DOE),55086,https://data.cityofnewyork.us/d/vdbc-pyc9,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
uaj7-9szf,312,1120.0,40,"NYC Independent Budget Office (IBO) Full Time Positions in city government, by fiscal year","Actual full-time positions as of June 30 of each year by agency, from FY 1980 through FY 1913",NYC Independent Budget Office (IBO),100,https://data.cityofnewyork.us/d/uaj7-9szf,0.0,1.0,1.0,1.0
yuzm-c784,312,1144.0,16,2006 - 2012 English Language Arts (ELA) Test Results - School - Gender,Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by school and student gender.,Department of Education (DOE),67639,https://data.cityofnewyork.us/d/yuzm-c784,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
62dw-nwnq,311,515.0,0,Congressional Districts (water areas included),GIS data: Boundaries of Congressional Districts (water areas included),Department of City Planning (DCP),0,https://data.cityofnewyork.us/d/62dw-nwnq,0.0,0.7350228985632719,0.5952719904750953,0.1944419133847522
jmr8-fdbz,310,1334.0,4,DOP Adult Early Discharges by Calendar Year,"Adult supervision cases that have had an early discharge request filed with a local court during the reporting period. Categorized by: new early discharge (ED) requests submitted; ED requests approved; ED requests disapproved. Based on carryover of pending early discharge requests from month-to-month, the number of approvals plus disapprovals may not equal the number of requests per year.",Department of Probation (DOP),195,https://data.cityofnewyork.us/d/jmr8-fdbz,0.0,0.20125317221201128,0.6907920815379025,0.47966761189275336
2xab-argn,412,260.0,11,Payments Received for DCA Fines and Fees,Payments received from businesses for DCA fines and fees such as violations and license application fees.,Department of Consumer Affairs (DCA),2178445,https://data.cityofnewyork.us/d/2xab-argn,0.0,0.962272393509669,0.3976451968965351,0.8008274363432775
8wau-idzf,411,964.0,5,PreK Vendors by Transportation Site,Summary of documented students by school/site,Department of Education (DOE),2346,https://data.cityofnewyork.us/d/8wau-idzf,220.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
qmh3-uvgq,411,164.0,16,DOF ScoffTow Case Information,"ScoffTow Case Information
</p>
Why is this data collected?
</br>- To keep track of vehicles that have been booted or towed due to  non-payment of judgment debt. 
</br>
How is this data collected?
</br>- DOF received notification whenever a vehicle is Booted or towed by the Sheriff's Department or the Marshal's Office.
</br>
What does each record represent?
</br>- Each row represents a single ScoffTow case.
</br>
How can this data be used?
</br>- To view salient information pertaining to each scfftow case.
</br>
What are the idiosyncrasies or limitations of the data to be aware of? 
</br>- Information is only accurate up to the time of collection.",Department of Finance (DOF),755106,https://data.cityofnewyork.us/d/qmh3-uvgq,0.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
pqb7-6q2k,411,69.0,0,Typical Utility Bill Information,Data to Help Solar One solve their Big Idea.,Other,0,https://data.cityofnewyork.us/d/pqb7-6q2k,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
f2cz-q2ik,409,1414.0,4,DOP Adult Violations of Probation Disposed by Calendar Year,"The number of dispositions issued by local courts for ""violation of probation"" proceedings during the reporting period.  Categorized by type of disposition: jail (revocation); prison (revocation); restored (probation continued); terminated (probation sentence ended).",Department of Probation (DOP),260,https://data.cityofnewyork.us/d/f2cz-q2ik,0.0,0.20125317221201128,0.6907920815379025,0.47966761189275336
nhms-9u6g,409,374.0,5,New York City Sightseeing Guides Licensed by the Department of Consumer Affairs,"This data set features a list of sightseeing guides licensed by the Department of Consumer Affairs (DCA), with indicator for those with exemplary exam scores.",Department of Consumer Affairs (DCA),6503,https://data.cityofnewyork.us/d/nhms-9u6g,0.0,0.962272393509669,0.3976451968965351,0.8008274363432775
rmv8-86p4,409,1594.0,58,DOF: Condominium Comparable Rental Income – Brooklyn – FY 2008/2009,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",Department of Finance (DOF),396,https://data.cityofnewyork.us/d/rmv8-86p4,396.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
vbgf-ket3,408,1320.0,3,DOP Juvenile Violations of Probation Filed by Calendar Year,"The number of “violation of probation” filings sent by the Department to local courts, in response to misconduct by the probation client, during the reporting period",Department of Probation (DOP),65,https://data.cityofnewyork.us/d/vbgf-ket3,0.0,0.20125317221201128,0.6907920815379025,0.47966761189275336
tkdy-59zg,408,1659.0,70,DOF: Condominium Comparable Rental Income – Staten Island – FY 2011/2012,"Condominiums and cooperatives are valued as if they were residential rental apartments. Income information from similar rental properties is applied to determine value.
The Department of Finance (DOF) chooses similar properties to value condos and coops. Properties are selected based on a combination of factors such as: land location, income levels, building age and construction and exemptions and subsidies.
Update Frequency: Annually",Department of Finance (DOF),26,https://data.cityofnewyork.us/d/tkdy-59zg,396.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
99rv-74dm,408,6.0,0,Board of Standards and Appeals (BSA) Decisions Map,"Decisions made by the Board of applications filed since January 1, 1998 to the present are available on this site. The decisions include both resolutions on new applications and resolutions on amendments/extensions to earlier decisions.

Disclaimer: This data is provided solely for informational purposes and does not represent the full extent of the Board’s jurisdiction or decisions, which date to 1916. Researchers and property owners should contact the Board’s office at (212) 386-0009 for further information about a property. The City makes no representation as to the accuracy of the information or to its suitability for any purpose. The City disclaims any liability for errors that may be contained herein and shall not be responsible for any damages consequential or actual, arising out of or in connection with the use of this information. The City makes no warranties, express or implied, including, but not limited to, implied warranties of merchantability and fitness for a particular purpose as to the quality, content, accuracy, or completeness of the information, text, graphics, links, or other items contained in this data set.",Board of Standards and Appeals (BSA),9919,https://data.cityofnewyork.us/d/99rv-74dm,0.0,1.0,1.0,1.0
77d2-9ebr,408,1858.0,46,Congress District Breakdowns,Demographic statistics broken down by congress districts,Department of Youth and Community Development (DYCD),13,https://data.cityofnewyork.us/d/77d2-9ebr,0.0,0.3126890019504329,0.6928754610296064,0.1923704830330379
buk3-3qpr,408,515.0,25,Parks Inspection Program – All Sites,"This dataset contains properties eligible for inspection as part of the Parks Inspection Program, and contains internal directives and comments related to the inspection process. Each row represents a property or sub-property.

A complete list of all datasets in the series can be found <a href=""https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=Parks%20Inspection%20Program%20(PIP)&sortBy=alpha"">here</a>.",Department of Parks and Recreation (DPR),6419,https://data.cityofnewyork.us/d/buk3-3qpr,218.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
j4t9-dyts,408,383.0,0,Educational Continuity of Children in Foster Care,Excel version of report to City Council required per LL 142,Administration for Children's Services (ACS),0,https://data.cityofnewyork.us/d/j4t9-dyts,0.0,1.0,1.0,1.0
m2z7-dx25,407,196.0,38,2013 - 2018 Demographic Snapshot District,Student demographic and enrollment data by district from 2013-14 through 2017-18,Department of Education (DOE),175,https://data.cityofnewyork.us/d/m2z7-dx25,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
di8r-g5w9,406,1482.0,22,2005 - 2011 Graduation Outcomes - Borough  - Total Cohort,Latest available data and trends in graduation and dropout outcomes disaggregated by borough.,Department of Education (DOE),110,https://data.cityofnewyork.us/d/di8r-g5w9,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
xi5z-cgq7,405,290.0,0,State Energy Data System (SEDS),Data to solve NYC ACRE's BigIdea,Other,0,https://data.cityofnewyork.us/d/xi5z-cgq7,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
x5tk-fa54,404,619.0,15,Expense Financial Plan - Exec,"This dataset contains agency summary level data for PS, OTPS and Total by type of funds.  The dollar amount fields are rounded to the thousands.  The Executive Budget report, published in April or May, contains previous fiscal year actuals, the current fiscal year Executive budget, eight month actuals and forecast plus four out years of data which coincide with the release of the published financial plan.",Mayor's Office of Management & Budget (OMB),10452,https://data.cityofnewyork.us/d/x5tk-fa54,0.0,0.6968456641452155,0.5283777451706791,0.9581680759272918
xffd-vsgf,404,205.0,9,2017-2018 Monthly Attendance,"Monthly counts of roster students  present, absent and released by Grade Level within School district, borough and three digit school number. There may be differences due to the way non-scanned attendance is treated by the daily tracking application. This data provides a school and grade level with a view of their monthly attendance.",Department of Education (DOE),92376,https://data.cityofnewyork.us/d/xffd-vsgf,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
auuc-fqzi,403,1060.0,35,TLC Authorized Behind The Wheel Providers (Historical),**NOTE**: This list is historical. The providers listed DO NOT offer this course. The course is on hold and will be offered again by different providers in late 2019.,Taxi and Limousine Commission (TLC),2,https://data.cityofnewyork.us/d/auuc-fqzi,384.0,0.6804189127793346,0.6151497514677574,0.19405452111445337
n7nh-rhic,403,140.0,0,"New York State Schools, Demographics, & Contact Info",Data to help PENCIL solve their Big Idea.,Other,0,https://data.cityofnewyork.us/d/n7nh-rhic,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
egch-abu9,403,74.0,0,"Electricity Sales by Sector, GWh: Beginning 1980",Data to solve NYC ACRE's BigIdea,Other,0,https://data.cityofnewyork.us/d/egch-abu9,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
hebw-6hze,403,146.0,25,Demographics by Zip Code,"This dataset provides a Demographic breakdown of only DYCD-funded participants within a Zip Code of NYC. The data displays the counts, and percentages of the participants in each of the following categories:
●	Gender (Male, Female, Unknown)
●	Ethnicity (Hispanic/Latino, non-Hispanic/non-Latino)
●	Race (Pacific Islander, American Indian, Asian, White, Black, Other, Unknown)
This data is used to measure the numbers of the different population groups that are served by DYCD for a Borough, and Community.",Department of Youth and Community Development (DYCD),2813,https://data.cityofnewyork.us/d/hebw-6hze,0.0,0.3126890019504329,0.6928754610296064,0.1923704830330379
qbvv-9nzz,403,344.0,6,Revenue Actuals,"This dataset contains revenue category and revenue class summary level data for revenue actuals.  The dollar amount field is rounded to millions. Data are from FY 2002 and updated once a year after annual revenue numbers are final.  Usually, they are updated along with the first quarter financial plan between October and December each year.",Mayor's Office of Management & Budget (OMB),504,https://data.cityofnewyork.us/d/qbvv-9nzz,0.0,0.6968456641452155,0.5283777451706791,0.9581680759272918
kpjg-ubxi,403,1119.0,10,Constituent Services - Historical,This list contains information on the number and nature of constituent services handled by the Borough President's Office.,Manhattan Borough President (MBPO),565,https://data.cityofnewyork.us/d/kpjg-ubxi,0.0,1.0,1.0,1.0
wjvv-6yxq,401,222.0,92,HASA Facts,Monthly HIV/AIDS Services Administration Report.,Human Resources Administration (HRA),24,https://data.cityofnewyork.us/d/wjvv-6yxq,0.0,0.20774052347943134,0.6813852191365138,0.6002900398972028
c49b-3kmd,400,870.0,5,DOP Juvenile Case Count By Type,"The number of active juvenile probation supervision cases on the last day of the reporting period: General Supervision, Pathways to Excellence Achievement and Knowledge (PEAK), Every Child Has An Opportunity To Excel And Succeed (ECHOES), IMPACT, Juvenile Justice Initiative (JJI), Advocate Intervene Mentor (AIM), Enhanced Supervision Program (ESP).",Department of Probation (DOP),280,https://data.cityofnewyork.us/d/c49b-3kmd,0.0,0.20125317221201128,0.6907920815379025,0.47966761189275336
hcv4-fhfs,400,2280.0,7,"DOF: Summary of Neighborhood Sales in Queens for Class 1-, 2- and 3-Family homes - 2007","The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2007.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2007 to December 31, 2007, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.

Update Schedule: Annually",Department of Finance (DOF),162,https://data.cityofnewyork.us/d/hcv4-fhfs,0.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
wg9x-4ke6,400,284.0,41,2019 - 2020 School Locations,2019 - 2020 School Locations,Department of Education (DOE),2190,https://data.cityofnewyork.us/d/wg9x-4ke6,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
q5za-zqz7,399,1232.0,11,FY2016 PMMR Agency Performance Indicators,"NYC agency performance indicators from the FY16 Preliminary Mayor's Management Report (PMMR)
<i>Use ‘CSV for Excel’ when downloading this dataset and then sort in alphabetical order by Agency.<i>",Mayor's Office of Operations (OPS),1649,https://data.cityofnewyork.us/d/q5za-zqz7,0.0,0.5571803870240879,0.6507747739933957,0.19331667588333168
i99z-ad8n,399,1063.0,16,2006 - 2012 Math Test Results - School - SWD,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by school and disability status.,Department of Education (DOE),64777,https://data.cityofnewyork.us/d/i99z-ad8n,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
im58-6hb9,399,453.0,0,Spray Showers,Directory of Spray Showers,Department of Parks and Recreation (DPR),0,https://data.cityofnewyork.us/d/im58-6hb9,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
sngu-yqq8,398,57.0,0,Ruby Gem - Air quality data analysis with epa standards,Data to solve Cleanweb's BigIdea.,Other,0,https://data.cityofnewyork.us/d/sngu-yqq8,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
ckue-grzy,397,509.0,9,2017 - 2018 November2017 Avg Class Size School K8 - Open Data Portal,K8 Average Class Size,Department of Education (DOE),12372,https://data.cityofnewyork.us/d/ckue-grzy,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
jxyc-rxiv,397,1687.0,57,DOF: Cooperative Comparable Rental Income – Manhattan– FY 2010/2011,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",Department of Finance (DOF),2645,https://data.cityofnewyork.us/d/jxyc-rxiv,384.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
7jkp-5w5g,397,820.0,10,FY2017 MMR Spending and Budget Tables,"NYC agency spending and budget information by units of appropriation data from the Mayor's Management Report (MMR).
For information related to the ‘Applicable MMR Goals’ column, refer to <a <a href='https://data.cityofnewyork.us/City-Government/FY17-MMR-Goals-And-Services/xk6g-r83g'>FY17 MMR Goals And Services</a>
<i>Use ‘CSV for Excel’ when downloading this dataset and then sort in alphabetical order by Agency.<i>",Mayor's Office of Operations (OPS),273,https://data.cityofnewyork.us/d/7jkp-5w5g,0.0,0.5571803870240879,0.6507747739933957,0.19331667588333168
9ht6-44eh,397,1355.0,7,Cash Assistance Youth Engagement,Statistics on head's of a household between 16 and 24 years of age receiving cash assistance. Local Law 51 mandated report for youth in Cash Assistance program.,Human Resources Administration (HRA),31,https://data.cityofnewyork.us/d/9ht6-44eh,0.0,0.20774052347943134,0.6813852191365138,0.6002900398972028
j7yn-nvq9,397,1627.0,7,"DOF: Summary of Neighborhood Sales in Queens for Class 1-, 2- and 3-Family homes - 2006","The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2006.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2006 to December 31, 2006, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.",Department of Finance (DOF),162,https://data.cityofnewyork.us/d/j7yn-nvq9,0.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
4v4n-gnh2,397,74.0,0,Energy Efficiency Programs and Estimated Energy Savings,Data to solve NYC ACRE's BigIdea,Other,0,https://data.cityofnewyork.us/d/4v4n-gnh2,0.0,0.19645998900718342,0.6974309119838096,0.3614680088321782
hr2s-xdcw,395,141.0,0,Directory of Public Computer Resource Centers,Computer resource centers in New York City Department of Parks & Recreation properties.,Department of Parks and Recreation (DPR),0,https://data.cityofnewyork.us/d/hr2s-xdcw,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
s3zn-tf7c,394,1633.0,46,DOF: Condominium comparable rental income – Queens - FY 2010/2011,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",Department of Finance (DOF),353,https://data.cityofnewyork.us/d/s3zn-tf7c,396.0,0.7930046244373694,0.5708100522446624,0.19489531984381053
85ty-ti6v,394,1243.0,16,2006 - 2011 English Language Arts (ELA) Test Results by Grade - District - All Students,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",Department of Education (DOE),1344,https://data.cityofnewyork.us/d/85ty-ti6v,126.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
fxgv-ba35,394,174.0,3,Swimming Beach Attendance,Attendance records for NYC Parks swimming beaches,Department of Parks and Recreation (DPR),1720,https://data.cityofnewyork.us/d/fxgv-ba35,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
2jnq-tef6,392,577.0,0,Detention and Placement Incident Reports,"As per Local Law 44. Excel table that shows physical assaults and altercations between  youth, physical and mechanical restraint of youth, other incidents resulting in injury to youth and room confinement of youth in detention disaggregated by detention setting.",Administration for Children's Services (ACS),0,https://data.cityofnewyork.us/d/2jnq-tef6,0.0,1.0,1.0,1.0
udtw-swpa,392,105.0,2,2019 - 2020 Quality Review School List,Quality Review School List,Department of Education (DOE),307,https://data.cityofnewyork.us/d/udtw-swpa,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
efsz-uj8v,391,160.0,0,Park Closure Notifications,Closures effecting the availability of New York City Department of Parks & Recreation properties or facilities therein.,Department of Parks and Recreation (DPR),0,https://data.cityofnewyork.us/d/efsz-uj8v,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
